IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
129.159.205.58,443,443,TRUE,FRA,Europe,Frankfurt,315,6.59
143.47.242.161,443,443,TRUE,FRA,Europe,Frankfurt,455,6.56
84.8.145.207,443,443,TRUE,FRA,Europe,Frankfurt,287,6.56
141.148.227.155,443,443,TRUE,FRA,Europe,Frankfurt,294,6.51
141.147.118.29,443,443,TRUE,FRA,Europe,Frankfurt,192,6.5
130.162.175.15,443,443,TRUE,FRA,Europe,Frankfurt,295,6.49
193.123.35.249,443,443,TRUE,FRA,Europe,Frankfurt,326,6.49
152.70.59.27,443,443,TRUE,FRA,Europe,Frankfurt,244,6.49
130.162.187.173,443,443,TRUE,FRA,Europe,Frankfurt,224,6.47
141.147.108.208,443,443,TRUE,FRA,Europe,Frankfurt,253,6.46
158.178.145.72,443,443,TRUE,FRA,Europe,Frankfurt,253,6.45
141.148.225.108,443,443,TRUE,FRA,Europe,Frankfurt,377,6.45
138.2.61.180,443,443,TRUE,KIX,Asia Pacific,Osaka,243,6.45
141.147.109.223,443,443,TRUE,FRA,Europe,Frankfurt,280,6.44
141.148.224.249,443,443,TRUE,FRA,Europe,Frankfurt,245,6.43
79.72.92.48,443,443,TRUE,FRA,Europe,Frankfurt,167,6.42
158.101.201.123,443,443,TRUE,FRA,Europe,Frankfurt,238,6.4
138.2.179.59,443,443,TRUE,FRA,Europe,Frankfurt,365,6.39
144.21.42.227,443,443,TRUE,FRA,Europe,Frankfurt,313,6.37
144.21.40.132,443,443,TRUE,FRA,Europe,Frankfurt,303,6.33
193.123.81.105,443,443,TRUE,CDG,Europe,Paris,178,6.31
141.148.246.109,443,443,TRUE,FRA,Europe,Frankfurt,170,6.28
168.138.165.174,443,443,TRUE,SIN,Asia Pacific,Singapore,356,6.23
143.47.243.144,8443,443,TRUE,LHR,Europe,London,247,6.21
193.122.197.111,443,443,TRUE,IAD,North America,Ashburn,360,6.17
141.147.100.22,443,443,TRUE,FRA,Europe,Frankfurt,289,6.14
141.148.237.123,443,443,TRUE,FRA,Europe,Frankfurt,290,6.11
130.162.185.192,443,443,TRUE,FRA,Europe,Frankfurt,294,6.11
152.70.155.147,2083,2083,TRUE,LAX,North America,Los Angeles,332,6.09
141.148.245.132,443,443,TRUE,FRA,Europe,Frankfurt,385,6.08
158.179.207.182,8443,443,TRUE,ARN,Europe,Stockholm,246,6.02
144.24.243.207,443,443,TRUE,ZRH,Europe,Zurich,292,5.99
138.2.88.170,8443,443,TRUE,SIN,Asia Pacific,Singapore,25,5.95
68.233.127.163,8443,443,TRUE,YYZ,North America,Toronto,337,5.93
144.21.51.214,443,443,TRUE,FRA,Europe,Frankfurt,350,5.91
64.110.103.69,443,443,TRUE,KIX,Asia Pacific,Osaka,334,5.89
150.230.124.3,443,443,TRUE,FRA,Europe,Frankfurt,274,5.85
141.147.190.128,443,443,TRUE,NRT,Asia Pacific,Tokyo,160,5.8
129.154.46.115,443,443,TRUE,HYD,Asia Pacific,Hyderabad,175,5.77
168.138.46.67,443,443,TRUE,KIX,Asia Pacific,Osaka,226,5.74
152.70.155.147,2087,2087,TRUE,LAX,North America,Los Angeles,383,5.73
64.110.104.30,443,443,TRUE,KIX,Asia Pacific,Osaka,321,5.73
141.148.241.101,443,443,TRUE,FRA,Europe,Frankfurt,306,5.72
129.80.188.174,2096,443,TRUE,IAD,North America,Ashburn,235,5.72
141.147.84.71,443,443,TRUE,FRA,Europe,Frankfurt,272,5.72
141.148.238.39,443,443,TRUE,FRA,Europe,Frankfurt,388,5.7
132.145.54.84,2053,443,TRUE,LHR,Europe,London,233,5.68
152.70.155.147,2096,2096,TRUE,LAX,North America,Los Angeles,247,5.68
217.142.243.226,443,443,TRUE,KIX,Asia Pacific,Osaka,215,5.65
140.238.40.67,443,443,TRUE,NRT,Asia Pacific,Tokyo,198,5.62
192.9.180.162,443,443,TRUE,SYD,Oceania,Sydney,260,5.61
152.70.234.188,443,443,TRUE,ICN,Asia Pacific,Seoul,213,5.61
140.238.58.181,2053,443,TRUE,NRT,Asia Pacific,Tokyo,206,5.58
193.122.107.147,443,443,TRUE,ICN,Asia Pacific,Seoul,328,5.54
152.70.155.147,2053,2053,TRUE,LAX,North America,Los Angeles,502,5.53
150.230.63.93,443,443,TRUE,KIX,Asia Pacific,Osaka,125,5.52
129.146.248.140,443,443,TRUE,LAX,North America,Los Angeles,211,5.49
193.123.252.170,2053,443,TRUE,ICN,Asia Pacific,Seoul,276,5.48
152.70.235.207,443,443,TRUE,ICN,Asia Pacific,Seoul,325,5.47
131.186.27.112,2096,443,TRUE,ICN,Asia Pacific,Seoul,161,5.42
158.179.207.182,2053,443,TRUE,ARN,Europe,Stockholm,309,5.42
193.122.110.171,443,443,TRUE,ICN,Asia Pacific,Seoul,249,5.39
129.159.22.4,443,443,TRUE,MAA,Asia Pacific,Chennai,83,5.38
143.47.177.125,443,443,TRUE,FRA,Europe,Frankfurt,313,5.38
129.146.7.98,443,443,TRUE,LAX,North America,Los Angeles,289,5.37
158.180.65.13,443,443,TRUE,ICN,Asia Pacific,Seoul,193,5.37
144.24.90.107,443,443,TRUE,ICN,Asia Pacific,Seoul,189,5.35
193.123.250.209,2087,2096,TRUE,ICN,Asia Pacific,Seoul,216,5.35
152.70.155.147,8443,8443,TRUE,LAX,North America,Los Angeles,260,5.35
193.122.107.147,443,443,TRUE,ICN,Asia Pacific,Seoul,189,5.34
129.151.148.35,443,443,TRUE,DXB,Middle East,Dubai,362,5.31
150.230.149.208,443,443,TRUE,FRA,Europe,Frankfurt,387,5.3
150.136.240.243,443,443,TRUE,IAD,North America,Ashburn,404,5.28
159.13.46.42,443,443,TRUE,SYD,Oceania,Sydney,134,5.28
143.47.243.144,2053,443,TRUE,LHR,Europe,London,235,5.24
64.110.98.49,443,443,TRUE,KIX,Asia Pacific,Osaka,263,5.2
193.122.110.171,443,443,TRUE,ICN,Asia Pacific,Seoul,236,5.16
141.148.225.95,443,443,TRUE,FRA,Europe,Frankfurt,297,5.13
64.110.101.31,443,443,TRUE,KIX,Asia Pacific,Osaka,235,5.11
143.47.233.231,443,443,TRUE,FRA,Europe,Frankfurt,327,5.07
152.67.78.184,443,443,TRUE,ZRH,Europe,Zurich,189,5.04
140.238.195.98,443,443,TRUE,SYD,Oceania,Sydney,129,5
